"address","lat","long"
"Curtin Univ, Dept Appl Geol, Miri, Sarawak, Malaysia",4.5128342,114.0176403
"Curtin Univ, Sustainable Engn Grp, Perth, WA 6102, Australia",-32.0054649,115.8919818
"Czech Univ Life Sci, Fac Forestry & Wood Sci, Prague 16500, Czech Republic",50.1341215,14.3739696
"Dalhousie Univ, Dept Phys & Atmospher Sci, Halifax, NS, Canada",44.6365812,-63.5916555
"Darjeeling Govt Coll, PG Dept Bot, Darjeeling 734101, W Bengal, India",27.0540576,88.2580347
"DDU Gorakhpur Univ, Dept Bot, Plant Ecol Lab, Gorakhpur 273009, Uttar Pradesh, India",26.7498118,83.3775148
"Deakin Univ, Inst Intelligent Syst Res & Innovat, Geelong, Vic, Australia",-38.1492994,144.3598426
"Deakin Univ, Inst Phys Act & Nutr, Fac Hlth, Melbourne, Vic, Australia",-37.8445153,145.1122556
"Deakin Univ, Sch Informat Technol, Geelong, Vic, Australia",-38.1434396,144.3607274
"Deemed Univ, NERIST, Dept Forestry, Nirjuli 791109, Arunachal Prade, India",27.1262059,93.7390674
"Def Res & Dev Org, Analyt Chem Grp, Def Met Res Lab, Hyderabad 500058, Andhra Pradesh, India",15.9128998,79.7399875
"Dept Forest & Pk Serv, Nat Conservat Div, Thimphu, Bhutan",27.471586,89.6386108
"Dept Landscape Level Planning & Management, Thiruvarur, Tamil Nadu, India",10.7661312,79.6343691
"Dept Meteorol & Hydrol, Yangon, Myanmar",16.840939,96.173526
"Dibrugarh Univ, Ctr Studies Biotechnol, Dibrugarh 786004, Assam, India",27.4494916,94.8978563
"Dolphin PG Inst Biomed & Nat Sci, Dept Forestry, Manduwala Dehradun 248007, Uttarakhand, India",30.3880099,77.9410251
"Doon Univ, Sch Environm & Nat Resources, Dehra Dun 248012, Uttarakhand, India",30.2690156,78.0442659
"Dow Univ Hlth Sci, Dow Diagnost Res & Reference Labs Mol Pathol, Karachi, Pakistan",24.8895827,67.065573
"Dow Univ Hlth Sci, Dow Int Med Coll, Dept Pathol Mol Pathol, Karachi, Pakistan",24.9463692,67.1405867
"Dow Univ Hlth Sci, Dow Int Med Coll, Dept Pathol, Karachi, Pakistan",24.9463692,67.1405867
"Dr B R Ambedkar Natl Inst Technol, Jalandhar 144011, Punjab, India",31.2937587,75.581523
"Dr Hari Singh Gour Vishwavidyalaya, Dept Bot, Forest Ecol & Ecogen Lab, Sagar 470003, Madhya Pradesh, India",23.8265828,78.7751302
"Dr Hari Singh Gour Vishwavidyalaya, Forest Ecol & Ecosyst Lab, Dept Bot, Sagar 470003, Madhya Pradesh, India",23.8265828,78.7751302
"Dr Harisingh Gour Cent Univ, Dept Bot, Sagar 470003, Madhya Pradesh, India",23.8265828,78.7751302
"Dr Harisingh Gour Vishwavidyalaya Cent Univ, Dept Bot, Ecol Lab, Sagar 470003, Madhya Pradesh, India",23.8265828,78.7751302
"Dr Harisingh Gour Vishwavidyalaya Cent Univ, Dept Bot, Sagar 470003, Madhya Pradesh, India",23.8265828,78.7751302
"Dr Panjabrao Deshmukh Krishi Vidyapeeth, Dept Plant Pathol, Akola, Maharashtra, India",20.7006054,77.037085
"Dr Rajendra Prasad Cent Agr Univ, Dept Forestry, Samastipur, Bihar, India",25.9845072,85.6743075
"Dr Yashwant Singh Parmar Univ Hort & Forestry, Dept Silviculture & Agroforestry, Coll Forestry, Solan 173230, India",31.2194893,76.9815877
"Dr Yashwant Singh Parmar Univ Hort & Forestry, Microbiol Sect, Dept Basic Sci, Solan 173230, HP, India",31.2194893,76.9815877
"Dr Yashwant Singh Parmar Univ Hort & Forestry, Solan 173230, India",30.8652881,77.1697682
"DSMZ German Collect Microorganisms & Cell Culture, Braunschweig, Germany",52.2688736,10.5267696
"DST Birbal Sahni Inst Palaeosci, Lucknow 226007, Uttar Pradesh, India",26.8671761,80.9392066
"Duke Univ, Nicholas Sch Environm, Durham, NC 27706 USA",36.0044762,-78.9418788
"Duke Univ, Sanford Sch Publ Policy, Durham, NC 27706 USA",35.9993655,-78.9439609
"E-3-164 Arera Colony,POB 462016, Bhopal, Madhya Pradesh, India",23.2145381,77.4385461
"ECOS, Pondicherry 605001, India",11.9297212,79.8268729
"ELA Fdn, C-9 Bhosale Pk, Pune 411009, Maharashtra, India",18.5297527,73.8636282
"Emporia State Univ, Dept Geog, POB 4032,Plumb Hall, Emporia, KS 66801 USA",38.4162018,-96.1792715
"Energy & Resources Inst, New Delhi 110003, India",28.5916468,77.2317863
"Environm Study Ctr, Biodivers Educ & Res Lab, Shivamogga 577204, Karnataka, India",13.9756338,75.5393155
"Era Univ, Eras Lucknow Med Coll & Hosp, Dept Med Res, Lucknow, Uttar Pradesh, India",26.878359,80.8725733
"Era Univ, Eras Lucknow Med Coll & Hosp, Dept Microbiol, Lucknow 226003, Uttar Pradesh, India",26.878359,80.8725733
"Era Univ, Eras Lucknow Med Coll & Hosp, Dept Pathol, Lucknow, Uttar Pradesh, India",26.878359,80.8725733
"Euromediterranean Ctr Climate Change, IAFES Div, Sassari, Italy",40.7259269,8.5556826
"FAIRMONT STATE COLL,DEPT BIOL,FAIRMONT,WV 26554, USA",39.4857867,-80.1630335
"Fed Univ ABC UFABC, Ctr Engn Modeling & Appl Social Sci CECS, BR-09210580 Santo Andre, SP, Brazil",-23.644231,-46.5285065
"Forest Coll & Res Inst, Dept Agroforestry, Mettupalayam 641301, India",11.3027849,76.9383385
"Forest Res Inst, Bot Div, PO New Forest, Dehra Dun 248006, Uttar Pradesh, India",30.3438262,77.9978107
"Forest Res Inst, Dehra Dun 248006, Uttarakhand, India",30.3437685,77.9995589
"Forest Res Inst, Dept Forest Pathol, Dehra Dun 248006, India",30.3438262,77.9978107
"Forest Res Inst, Forest Bot & Tree Improvement Sect, Yezin 05282, Nay Pyi Taw, Myanmar",19.8436632,96.2788572
"Forest Res Inst, Forest Pathol Div, Dehra Dun, Uttarakhand, India",30.3438148,77.9967117
"Forestry Survey India, Kaulagarh Rd, Dehra Dun 248195, India",30.3400065,78.0186504
"FPInnovations, Montrea, PQ H9R 3J9, Canada",45.4564268,-73.8223714
"Free Univ Brussels, Mangrove Management Grp, Lab Analyt & Environm Chem, Pleinlaan 2, B-1050 Brussels, Belgium",50.8216447,4.3949306
"French Inst Pondicherry, 11 St Louis St,POB 33, Pondicherry 605001, India",11.9369401,79.8356517
"French Inst Pondicherry, Dept Ecol, 11 St Louis St, Pondicherry 605001, India",11.9369401,79.8356517
"French Inst Pondicherry, Ecol Dept, Pondicherry 605001, India",11.9369401,79.8356517
"French Inst Pondicherry, UMIFRE 21, USR 3330, CNRS MAEE, Pondicherry, India",11.9415915,79.8083133
"French Inst Pondichery, Pondicherry 605001, India",11.9297212,79.8268729
"Fukuoka Womens Univ, Dept Environm Sci, Higasi Ku, Fukuoka 8138529, Japan",33.6358122,130.4210684
"Gauhati Univ, Dept Biotechnol, Gauhati 781014, Assam, India",26.1538664,91.6590261
"Gayatri Vidya Parishad Coll Engn, Dept Elect & Commun Engn, Visakhapatnam, Andhra Pradesh, India",17.7775896,83.376192
"GB Pant Engn Coll, Dept Comp Sci, Ghurdauri, Pauri, India",30.1820873,78.6940782
"GB Pant Inst Himalayan Environm & Dev, Environm Assessment & Management Div, Almora 263643, Uttarakhand, India",29.6271446,79.5884369
"GB Pant Natl Inst Himalayan Environm & Sustainabl, Sikkim Unit, Gangtok 737101, Sikkim, India",27.3371364,88.6096575
"GB Pant Natl Inst Himalayan Environm, Ctr Environm Assessment & Climate Change, Kosi Katarmal 263643, Almora, India",29.6324558,79.6146787
"GB Pant Univ Agr & Technol, Coll Basic Sci & Humanities, Dept Environm Sci, Pantnagar 263145, Uttarakhand, India",29.0246773,79.4895819
"GB Pant Univ Agr & Technol, Dept Irrigat & Drainage Engn, Pantnagar 263145, Uttarakhand, India",29.0202741,79.4647633
"GB Pant Univ Agr & Technol, Dept Soil Sci, Coll Agr, Pantnagar 263145, Uttar Pradesh, India",27.5705886,80.0981869
"GB Pant Univ Agr & Technol, Pantnagar 263145, Uttar Pradesh, India",27.5705886,80.0981869
"GB PLANT INST HIMALAYAN ENVIRONM & DEV,SIKKIM UNIT,SIKKIM 737102,INDIA",27.301881,88.6096575
"GBPNIHESD, Sikkim, India",27.3516407,88.3239309
"Geol Survey Bangladesh, Dhaka, Bangladesh",23.810332,90.4125181
"Geol Survey India, Thiruvananthapuram, Kerala, India",8.5411697,76.9864221
"GHSS, Dept Bot, Anantnag 192201, J&K, India",33.7338422,75.1541104
"Gifu Univ, River Basin Res Ctr, 1-1 Yanagido, Gifu 5011193, Japan",35.4651333,136.7372096
"Global Canopy Programme, 3 Frewin Chambers, Oxford OX1 3HZ, England",51.7529386,-1.2588727
"Global Environm Forum, Tokyo, Japan",35.6761919,139.6503106
"Global Evergreening Alliance, 1 Vis Dr,East Burwood, Melbourne, Vic 3151, Australia",-37.7517614,145.3168115
"Goa Univ, Sch Earth Ocean & Atmospher Sci, Taleigao, Goa, India",15.4584136,73.8345548
"Govind Ballabh Pant Univ Agr & Technol, Ctr Adv Studies Plant Pathol, Pantnagar 263145, Uttarakhand, India",29.0202741,79.4647633
"Govind Ballabh Pant Univ Agr & Technol, Dept Mol Biol & Genet Engn, Pantnagar 263145, Uttarakhand, India",29.0202741,79.4647633
"Govt Arts Coll, Chennai, Tamil Nadu, India",13.0300493,80.2421383
"Govt Assam, Anim Husb & Vet Dept, Kamrup 781037 M, Assam, India",26.1272231,91.8391485
"Govt Haryana, Forest Dept, Panchkula 134109, India",30.7040392,76.8538962
"Govt India, Dept Sci & Technol, New Delhi, India",28.5382079,77.1894671
"Govt India, Dept Space, Indian Space Res Org, IIRS, 4 Kalidas Rd, Dehra Dun 248001, Uttarakhand, India",30.3407597,78.0440265
"Govt India, Dept Space, Natl Remote Sensing Agcy, Hyderabad 500037, Andhra Pradesh, India",15.9128998,79.7399875
"Govt India, Dept Space, NRSC ISRO, Reg Remote Sensing Ctr West, CAZRI Campus, Jodhpur 342003, Rajasthan, India",26.2592753,72.9944875
"Govt India, Dept Space, NRSC ISRO, Reg Remote Sensing Ctr West, Jodhpur 342003, Rajasthan, India",26.2063647,73.0226088
"Govt India, Dept Space, Space Applicat Ctr ISRO, Satellite Rd, Ahmadabad 380015, Gujarat, India",23.0277933,72.518888
"Govt PG Coll, Dept Bot, Rudraprayag, Uttarakhand, India",30.3997424,79.0368696
"Govt PG Coll, Rudraprayag, Uttarakhand, India",30.3997424,79.0368696
"Govt Sikkim, Chief Ministers Off, Gangtok, Sikkim, India",27.3313512,88.6138113
"Govt Vidarbha Inst Sci & Humanities, Dept Zool, Populat Biol Lab, Amravati, MS, India",20.9452225,77.7646954
"Govt West Bengal, Directorate Agr, Kolkata 1, West Bengal, India",22.5675368,88.3461036
"Govt West Bengal, West Bengal Biodivers Board, Dept Environm, Kolkata 700106, India",22.5633715,88.414116
"Graph Era Deemed Univ, Dept Biotechnol, Bell Rd, Dehra Dun 248002, Uttarakhand, India",30.2686208,77.9948422
"Graph Era Hill Univ, Dept Environm Sci, Dehra Dun, Uttarakhand, India",30.2723733,78.0010035
"Graph Era Hill Univ, Sch Agr Sci, Dehra Dun 248002, Uttarakhand, India",30.2723733,78.0010035
"Greeley Mem Lab, 370 Prospect St, New Haven, CT 06511 USA",41.3219383,-72.9245009
"Greenlink Analyt & Res Lab India Private Ltd, Coimbatore 641014, Tamil Nadu, India",11.044802,77.035019
"Guangxi Univ, Coll Forestry, Guangxi Key Lab Forest Ecol & Conservat, Daxuedonglu 100, Nanning 530004, Peoples R China",22.8167299,108.3669
"Gujarat Univ, Dept Climate Change Impacts Management, Ahmadabad 380009, Gujarat, India",23.0391981,72.543715
"Guru Angad Dev Vet & Anim Sci Univ, Dept Vet Anat, Ludhiana, Punjab, India",30.8915684,75.8001012
"Guru Angad Dev Vet & Anim Sci Univ, Sch Publ Hlth & Zoonoses, Ludhiana, Punjab, India",30.8915684,75.8001012
"Guru Gobind Singh Indraprastha Univ, Univ Sch Environm Management, New Delhi, India",28.596883,77.022189
"Guru Nanak Dev Univ, Dept Human Genet, Amritsar 143005, Punjab, India",31.6345171,74.8229316
"Guru Nanak Dev Univ, Dept Zool, Amritsar 143005, India",31.637656,74.8258562
"Guru Nanak Dev Univ, Guru Ramdas Sch Planning, Amritsar 143005, Punjab, India",31.637656,74.8258562
"Gurukul Kangri Univ, Haridwar 249401, India",29.9200441,78.1229689
"Gurukula Kangri Deemed Univ, Fac Management Studies, Haridwar, Uttarakhand, India",29.9200441,78.1229689
"Gurukula Kangri Univ, Dept Zool & Environm Sci, Avian Divers & Bioacoust Lab, Haridwar 249404, Uttarakhand, India",29.8856108,78.1222336
"Gurukula Kangri Vishwavidyalaya, Dept Zool & Environm Sci, Haridwar 249404, India",29.9200441,78.1229689
"Hadassah Hebrew Univ Hosp, Dept Med, Jerusalem, Israel",31.7945578,35.2414009
"Harvard Smithsonian Ctr Astrophys, 60 Garden St, Cambridge, MA 02138 USA",42.3814329,-71.1280685
"Haryana Agr Univ, Dept Forest, Hisar 125004, Haryana, India",29.1503508,75.7057018
"Hebrew Univ Jerusalem Hadassah Hosp & Med Sch, Fac Med Dent, Dept Prosthodont, POB 12272, IL-91120 Jerusalem, Israel",31.768319,35.21371
"Hebrew Univ Jerusalem Hadassah Hosp & Med Sch, Fac Med Dent, Inst Dent Res, Jerusalem, Israel",31.7945578,35.2414009
"Helmholtz Zentrum Munchen, MIPS IBIS, D-85764 Neuherberg, Germany",48.2229659,11.5904385
"Hemchandracharya North Gujarat Univ, Dept Biotechnol, Univ Rd, Patan 384265, Gujarat, India",23.8595527,72.1343738
"Hemwati Nandan Bahuguna Garhwal Cent Univ, Dept Bot, Garhwal, Uttarakhand, India",30.2278191,78.8035453
"High Commiss Water Forests & Desertificat Control, Forest Res Ctr, Omar Ibn El Khattab Ave,BP 763, Rabat 10050, Morocco",33.9715904,-6.8498129
"Himalayan Forest Res Inst, Conifer Campus, Panthaghati 171013, Shimla, India",31.0679382,77.180149
"Hinthada Univ, Dept Geol, Hinthada, Myanmar",17.6412616,95.4356235
"HNB Garhwal Univ Srinagar Garhwal, Dept Forestry & Nat Resources, Uttarkhand 246174, India",30.2278191,78.8035453
"HNB Garhwal Univ, Dept Bot & Microbiol, Ecol Lab, Srinagar, Uttarakhand, India",30.2278191,78.8035453
"HNB Garhwal Univ, Dept Bot, Srinagar 246174, Uttarakhand, India",30.2278191,78.8035453
"HNB Garhwal Univ, Dept Bot, Srinagar 249161, Uttarakhand, India",30.2278191,78.8035453
"HNB Garhwal Univ, Dept Forestry & Nat Resources, Srinagar 249161, Uttarakhand, India",30.2278191,78.8035453
"HNB Garhwal Univ, Dept Forestry & Nat Resources, Srinagar, India",34.0836708,74.7972825
"HNB Garhwal Univ, Srinagar 246174, Uttarakhand, India",30.2278191,78.8035453
"Hong Kong Univ Sci & Technol, Dept Ocean Sci, Kowloon, Hong Kong, Peoples R China",22.3185673,114.1796057
"Humboldt State Univ, Arcata, CA 95521 USA",40.8747332,-124.0789268
"Ibn Tofail Univ, Fac Sci, Lab Biodivers & Plant Resources, BP 133, Kenitra, Morocco",34.2460423,-6.5848731
"Ibn Tofail Univ, Fac Sci, Lab Bot Biotechnol & Plant Protect, BP 133, Kenitra, Morocco",34.2460423,-6.5848731
"ICAR Cent Agroforestty Res Inst, Jhansi 284003, Uttar Pradesh, India",25.5040404,78.5430535
"ICAR Cent Arid Zone Res Inst CAZRI, Reg Res Stn RRS, Pali Marwar 306401, Rajasthan, India",25.7984831,73.3022193
"ICAR Cent Arid Zone Res Inst, Reg Res Inst, Pali Marwar 306401, India",25.7748303,73.3382006
"ICAR Cent Arid Zone Res Inst, Reg Res Stn, Pali Marwar 306401, India",25.7748303,73.3382006
"ICAR Cent Inst Freshwater Aquaculture, Bhubaneswar, India",20.1838505,85.8511827
"ICAR Cent Marine Fisheries Res Inst, Calicut Res Ctr, West Hill PO, Calicut 673005, Kerala, India",11.2822586,75.7697399
"ICAR Cent Potato Res Inst CPRI, Shimla 171001, India",31.096492,77.171703
"ICAR Cent Res Inst Jute & Allied Fibers, Barakpur 700120, W Bengal, India",22.7597693,88.4268522
"ICAR Cent Sheep & Wool Res Inst, Avikanagar 304501, India",26.3091966,75.4186087
"ICAR Cent Soil Salin Res Inst, Karnal 132001, India",29.7082322,76.9541406
"ICAR Complex NEH Reg, Umiam 793103, Meghalaya, India",25.6768054,91.9270246
"ICAR Directorate Coldwater Fisheries Res, Naini Tal, India",29.3607268,79.5528173
"ICAR Directorate Coldwater Fisheries Res, Uttarakhand 263136, Bhimtal, India",29.3607268,79.5528173
"ICAR Directorate Mushroom Res, Chambaghat 173213, Solari, India",30.922243,77.1024929
"ICAR IIHR, Cent Hort Expt Stn, Bhubaneswar, Odisha, India",20.2630022,85.8417388
"ICAR Indian Agr Res Inst IARI, Div Microbiol, New Delhi 110012, India",28.6376724,77.1571443
"ICAR Indian Agr Res Inst IARI, New Delhi 110012, India",28.6331469,77.1524959
"ICAR Indian Agr Res Inst IARI, Soil Sci & Agr Chem, New Delhi 110012, India",28.6376724,77.1571443
"ICAR Indian Agr Res Inst IARI, Water Technol Ctr, New Delhi 110012, India",28.6376724,77.1571443
"ICAR Indian Agr Res Inst, Div Agr Engn, New Delhi 110012, India",28.6376724,77.1571443
"ICAR Indian Agr Res Inst, Div Entomol, New Delhi 110012, India",28.6376724,77.1571443
"ICAR Indian Agr Res Inst, Div Fruits & Hort Technol, New Delhi 110012, India",28.6282145,77.1493904
"ICAR Indian Agr Res Inst, New Delhi 110012, India",28.6376724,77.1571443
"ICAR Indian Agr Stat Res Inst IASRI, New Delhi 110012, India",28.6334469,77.1729014
"ICAR Indian Agr Stat Res Inst, New Delhi 110012, India",28.6376724,77.1571443
"ICAR Indian Grassland & Fodder Res Inst, Jhansi, Uttar Pradesh, India",25.5113086,78.5337261
"ICAR Indian Grassland & Fodder Res Inst, Res Stn, Srinagar, Jammu & Kashmir, India",34.0836708,74.7972825
"ICAR Indian Inst Nat Resins & Gums, Ranchi, Bihar, India",25.9644427,85.2722472
"ICAR Indian Inst Soil & Water Conservat, 218 Kaulagarh Rd, Dehra Dun 248195, Uttarakhand, India",30.335641,78.0240375
"ICAR Indian Inst Soil & Water Conservat, Dehra Dun 248001, Uttarakhand, India",30.3345816,78.0537813
"ICAR Indian Inst Soil & Water Conservat, Dehra Dun, Uttarakhand, India",30.3164945,78.0321918
"ICAR Indian Inst Soil & Water Conservat, Reg Stn Ctr, Kota 324002, India",25.2322975,75.9347113
"ICAR Indian Inst Soil & Water Conservat, Res Ctr, Anand 388306, Gujarat, India",22.4838621,73.0759446
"ICAR Indian Inst Soil & Water Conservat, Res Ctr, Sect 27A, Chandigarh 160019, India",30.7303302,76.8000091
"ICAR Indian Inst Soil Sci, Berasia Rd, Bhopal 462038, India",23.3077978,77.4069479
"ICAR Indian Inst Soil Sci, Bhopal 462038, India",23.3077978,77.4069479
"ICAR Indian Inst Wheat & Barley Res, Karnal 132001, Haryana, India",29.7029016,76.9919059
"ICAR Natl Agr Sci Fund, New Delhi 110012, India",28.6282145,77.1493904
"ICAR Natl Bur Agr Important Microorganisms, Kushmaur, India",25.8974994,83.4882644
"ICAR Natl Bur Anim Genet Resources NBAGR, GT Rd Bye Pass, Kernal, Haryana, India",29.6928565,76.9872623
"ICAR Natl Bur Soil Survey & Land Use Planning, Reg Ctr, Bangalore 560024, Karnataka, India",12.9981436,77.5695575
"ICAR Natl Inst Abiot Stress Management, Baramati 413115, India",18.1592193,74.5006938
"ICAR Natl Inst Biot Stress Management, Baronda Farm, Raipur 493225, Chhattisgarh, India",21.3745783,81.8306334
"ICAR Natl Inst High Secur Anim Dis NIHSAD, Bhopal, Madhya Pradesh, India",23.2558911,77.4925693
"ICAR Natl Inst Plant Biotechnol, New Delhi 110012, India",28.6400216,77.1674809
"ICAR Natl Inst Vet Epidem Iol & Dis Informat NIVE, Yelahanka, Bengaluru, India",13.1154662,77.6069977
"ICAR Natl Rea Ctr Seed Spices, Ajmer, India",26.36611,74.5933303
"ICAR Natl Res Ctr Camel, Bikaner 334001, Rajasthan, India",27.9790086,73.3613065
"ICAR RCER Res Ctr Makhana, Darbhanga 846005, Bihar, India",26.1889608,85.8639766
"ICAR Res Complex Goa, Old Goa 403402, Goa, India",15.4978546,73.9167144
"ICAR Res Complex NEH Reg, Umiam 793103, Meghalaya, India",25.6768054,91.9270246
"ICAR Res Complex NEH Reg, Umiam, Meghalaya, India",25.6768054,91.9270246
"ICAR Res Complex, Cent Res Inst Jute & Allied Fibres, Kolkata, India",22.572646,88.363895
"ICAR Res Complex, Directorate Mushroom Res, Solan, Himachal Prades, India",30.922243,77.1024929
"ICAR Res Complex, Div Nat Resource Management, Krishi Anusandhan Bhavan 2, New Delhi 110012, India",28.6406613,77.173081
"ICAR Res Complex, Natl Bur Soil Survey & Land Use Planning, Nagpur, Maharashtra, India",21.1520988,79.0250988
"ICMR Natl Inst Virol, Maximum Containment Facil, Microbial Containment Complex,Sus Rd, Pune 411021, Maharashtra, India",18.5527122,73.7553618
"ICMR Natl Inst Virol, Maximum Containment Facil, Sus Rd, Pune 411001, Maharashtra, India",18.5454269,73.7777887
"ICMR Natl Inst Virol, Sus Rd, Pune 410021, Maharashtra, India",18.543185,73.7887827
"ICMR, Vector Control Res Ctr, Pondicherry 605006, India",11.9513059,79.7936217
"IFSRI, POB 14155-6116, Tehran, Iran",35.7218583,51.3346954
"IIASA, Laxenburg, Austria",48.0682657,16.3581941
"IIT Kanpur, Ctr Environm Sci & Engn CESE, Atmospher Particle Technol Lab, Kanpur 208016, Uttar Pradesh, India",26.5123388,80.2329
"IIT Kanpur, Dept Civil Engn, Kanpur 208016, Uttar Pradesh, India",26.5123388,80.2329
"IIT Kharagpur, CORAL, Kharagpur, India",22.3149274,87.3105311
"IIT, Dept Biosci & Bioengn, Gauhati, Assam, India",26.183903,91.6640242
"ILMA Univ, Dept Business Adm, Fac Management Sci, Karachi 70348, Pakistan",24.8084961,67.121085
"ILRI, Nairobi, Kenya",-1.270649,36.724023
"Ind Toxicol Res Ctr, Environm Chem Div, POB 80, Lucknow 226001, Uttar Pradesh, India",26.8537051,80.9484195
"Indian Agr Res Inst, Div Environm Sci, New Delhi 110012, India",28.6282145,77.1493904
"Indian Agr Res Inst, Div Fruits & Hort Technol, New Delhi 110012, India",28.6282145,77.1493904
"Indian Agr Res Inst, Div Genet, New Delhi 110012, India",28.6282145,77.1493904
"Indian Agr Res Inst, ICAR, New Delhi 110012, India",28.6259087,77.1610536
"Indian Council Agr Res, Directorate Coldwater Fisheries Res, Mol Genet Lab, Naini Tal 263136, Uttarakhand, India",29.3607268,79.5528173
"Indian Council Agr Res, Indian Inst Hort Res, Cent Hort Expt Stn, Bhubaneswar 751019, Orissa, India",20.2630022,85.8417388
"Indian Council Med Res, Div Epidemiol & Communicable Dis, New Delhi, India",28.6139391,77.2090212
"Indian Grassland & Fodder Res Inst, Div Crop Prod, Jhansi 284003, Uttar Pradesh, India",25.5113086,78.5337261
"Indian Grassland & Fodder Res Inst, Jhansi 284003, Uttar Pradesh, India",25.5113086,78.5337261
"Indian Inst Hort Res, Div Plant Genet Resources, Bangalore 560089, Karnataka, India",13.1635584,77.4472495
"Indian Inst Hort Res, Div Plant Physiol & Biochem, Bangalore 560089, Karnataka, India",13.1635584,77.4472495
"Indian Inst Hort Res, ICAR, Bengaluru 560089, India",13.1335243,77.4911317
"Indian Inst Pulses Res, Kanpur 208024, Uttar Pradesh, India",26.4939619,80.2720064
"Indian Inst Remote Sensing NRSA, Dept Space, 4 Kalidas Rd,PB 135, Dehra Dun 248001, Uttar Pradesh, India",27.5705886,80.0981869
"Indian Inst Remote Sensing, Agr & Soil Div, Dehra Dun, Uttarakhand, India",30.3412185,78.0471393
"Indian Inst Remote Sensing, Dehra Dun 248001, Uttar Pradesh, India",27.5705886,80.0981869
"Indian Inst Remote Sensing, Dehra Dun, Uttar Pradesh, India",27.5705886,80.0981869
"Indian Inst Remote Sensing, Forestry & Ecol Dept, 4 Kalidas Rd, Dehra Dun 248001, Uttar Pradesh, India",27.5705886,80.0981869
"Indian Inst Remote Sensing, Forestry & Ecol Dept, 4 Kalidas Rd, Dehra Dun 248001, Uttarakhand, India",30.3407597,78.0440265
"Indian Inst Remote Sensing, Forestry & Ecol Dept, Dehra Dun 248001, Uttarakhand, India",30.3412185,78.0471393
"Indian Inst Remote Sensing, Natl Remote Sensing Agcy, 4 Kalidas Rd,PB 135, Dehra Dun 248001, Uttar Pradesh, India",27.5705886,80.0981869
"Indian Inst Sci Educ & Res Bhopal, Ctr ForRes Environm & Sustainable Technol, Bhopal Bypass Rd, Bhopal 462066, Madhya Pradesh, India",23.2820742,77.2799177
"Indian Inst Sci Educ & Res Bhopal, Dept Earth & Environm Sci, Bhopal Bypass Rd, Bhopal 462066, Madhya Pradesh, India",23.2666891,77.4131785
"Indian Inst Sci Educ & Res IISER, Pune, Maharashtra, India",18.5474305,73.8079743
"Indian Inst Sci Educ & Res Kolkata, Mohanpur 741246, India",22.572646,88.363895
"Indian Inst Sci, Asian Nat Conservat Fdn, Bangalore 560012, Karnataka, India",13.0140114,77.565762
"Indian Inst Sci, Asian Nat Conservat Fdn, Innovation Ctr 1st Floor, Bangalore 560012, Karnataka, India",13.0047991,77.5786663
"Indian Inst Sci, Ctr Ecol Sci, Bangalore 560012, Karnataka, India",13.0140114,77.565762
"Indian Inst Sci, Ctr Ecol Sci, Bengaluru, India",12.9715987,77.5945627
"Indian Inst Sci, Ctr Ecol Sci, Energy & Wetland Res Grp, Bangalore 560012, Karnataka, India",13.0140114,77.565762
"Indian Inst Sci, Ctr Ecol Sci, Energy Res Grp, CES RNO 215, Bangalore 560012, Karnataka, India",13.023622,77.5638047
"Indian Inst Soil Sci, Berasia Rd, Bhopal 462038, Madhya Pradesh, India",23.3077978,77.4069479
"Indian Inst Soil Sci, Bhopal 462038, Madhya Pradesh, India",23.3146602,77.4099497
"Indian Inst Soil Sci, Nabibagh,Berasia Rd, Bhopal 462038, India",23.3077978,77.4069479
"Indian Inst Space Sci & Technol, Dept Earth & Space Sci, Trivandrum 695574, Kerala, India",8.563337,77.1139984
"Indian Inst Technol Hyderabad, Dept Civil Engn, Hyderabad, Telangana, India",17.4514762,78.4189106
"Indian Inst Technol Kharagpur, Agr & Food Engn Dept, Kharagpur 721302, W Bengal, India",22.3174278,87.3138859
"Indian Inst Technol Kharagpur, Ctr Oceans Rivers Atmosphere & Land Sci, Kharagpur 721302, W Bengal, India",22.4433434,87.3238672
"Indian Inst Technol Kharagpur, Dept Civil Engn, Kharagpur 721302, W Bengal, India",22.3145443,87.3090683
"Indian Inst Technol Kharagpur, Dept Geol & Geophysiscs, Kharagpur 721302, W Bengal, India",22.3187923,87.3110298
"Indian Inst Technol Kharagpur, Kharagpur, W Bengal, India",22.34601,87.2319753
"Indian Inst Technol, Ctr Oceans Rivers Atmosphere & Land Sci, Kharagpur 721302, W Bengal, India",22.3145443,87.3090683
"Indian Inst Technol, Ctr Studies Resource Engn, Powai, India",19.1138266,72.893833
"Indian Inst Technol, Dept Chem Engn, Bombay 400076, Maharashtra, India",19.0560004,72.9120387
"Indian Inst Technol, Dept Civil Engn, Geomat Grp, Roorkee 247667, Uttar Pradesh, India",27.5705886,80.0981869
"Indian Inst Technol, Dept Civil Engn, Kanpur 208016, Uttar Pradesh, India",26.5113857,80.2349196
"Indian Inst Technol, Ecol Restorat Lab, Dept Environm Sci & Engn, Ctr Min Environm,Indian Sch Mines, Dhanbad 826004, Bihar, India",23.8529508,86.4288534
